ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPassword,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,TotalDonations
harper.white809@studentmail.org,Harper,White,10/2/00 0:00,participant,participant123,801-809-7623,Lehi,UT,84206,Valley Charter,Arts,70.34
jackson.moore810@learners.net,Jackson,Moore,11/13/08 0:00,participant,participant123,801-687-7626,Bountiful,UT,84365,Cafe Rio,Arts,1120.51
aria.robinson811@ellarises.org,Aria,Robinson,3/6/03 0:00,participant,participant123,801-701-9147,Logan,UT,84257,Tech Apprenticeship,STEM,
sophia.miller812@ellarises.org,Sophia,Miller,1/7/02 0:00,participant,participant123,801-894-1438,Ogden,UT,84511,SLCC,Both,150.14
claire.martinez813@learners.net,Claire,Martinez,1/15/09 0:00,participant,participant123,801-278-9518,Logan,UT,84779,Retail Store,Arts,1592.45
nora.jackson814@community.org,Nora,Jackson,9/15/05 0:00,participant,participant123,801-467-9887,Spanish Fork,UT,84517,Retail Store,Both,455.24
ethan.johnson815@ellarises.org,Ethan,Johnson,2/5/08 0:00,participant,participant123,801-321-7285,Taylorsville,UT,84902,UVU,Arts,75.14
henry.robinson816@ellarises.org,Henry,Robinson,11/2/13 0:00,participant,participant123,801-770-5965,Provo,UT,84182,North Summit High,Arts,
william.rodriguez817@learners.net,William,Rodriguez,10/5/10 0:00,participant,participant123,801-982-2792,Bountiful,UT,84500,Tech Apprenticeship,Arts,
ethan.torres818@community.org,Ethan,Torres,4/2/99 0:00,participant,participant123,801-360-9301,Spanish Fork,UT,84576,SLCC,Arts,
jackson.nguyen819@community.org,Jackson,Nguyen,5/19/99 0:00,participant,participant123,801-491-6250,Draper,UT,84785,Westview High,Both,25.52
mia.rodriguez820@learners.net,Mia,Rodriguez,1/9/12 0:00,participant,participant123,801-959-1440,Draper,UT,84829,UVU,Arts,149.11
elizabeth.ramirez821@learners.net,Elizabeth,Ramirez,10/30/12 0:00,participant,participant123,801-559-1924,Draper,UT,84422,Valley Charter,STEM,451.22
lillian.martin822@ellarises.org,Lillian,Martin,7/28/05 0:00,participant,participant123,801-512-2875,Ogden,UT,84890,North Summit High,STEM,394.3
sebastian.lee823@ellarises.org,Sebastian,Lee,6/13/07 0:00,participant,participant123,801-632-9433,Riverton,UT,84674,BYU,STEM,23.88
jack.nguyen824@ellarises.org,Jack,Nguyen,3/26/05 0:00,participant,participant123,801-784-7394,Lehi,UT,84387,Local Library,STEM,661.54
alexander.miller825@studentmail.org,Alexander,Miller,9/27/01 0:00,participant,participant123,801-714-6563,Lehi,UT,84509,Local Library,Arts,
natalie.ramirez826@studentmail.org,Natalie,Ramirez,10/20/02 0:00,participant,participant123,801-277-9779,Spanish Fork,UT,84651,BYU,Arts,
charlotte.martin827@community.org,Charlotte,Martin,2/5/14 0:00,participant,participant123,801-960-2506,West Jordan,UT,84640,Community Center,Both,
elizabeth.nguyen828@learners.net,Elizabeth,Nguyen,8/29/08 0:00,participant,participant123,801-780-9700,Layton,UT,84069,SLCC,STEM,
kennedy.jones829@learners.net,Kennedy,Jones,11/18/12 0:00,participant,participant123,801-507-8092,Pleasant Grove,UT,84824,Cafe Rio,Arts,283.87
nora.clark830@community.org,Nora,Clark,1/23/13 0:00,participant,participant123,801-727-8425,Layton,UT,84640,Retail Store,Both,
riley.johnson831@studentmail.org,Riley,Johnson,1/4/04 0:00,participant,participant123,801-876-8656,Spanish Fork,UT,84219,Startup Lab,Both,
sebastian.flores832@community.org,Sebastian,Flores,5/16/08 0:00,participant,participant123,801-405-6968,Provo,UT,84535,North Summit High,STEM,243.64
scarlett.martin833@community.org,Scarlett,Martin,4/2/07 0:00,participant,participant123,801-265-4335,Taylorsville,UT,84327,BYU,Arts,272.34
lily.taylor834@studentmail.org,Lily,Taylor,4/22/02 0:00,participant,participant123,801-316-3456,Bountiful,UT,84245,Westview High,STEM,221.88
bella.robinson835@community.org,Bella,Robinson,7/13/02 0:00,participant,participant123,801-862-1606,Taylorsville,UT,84433,North Summit High,Arts,147.52
camila.johnson836@learners.net,Camila,Johnson,6/14/12 0:00,participant,participant123,801-763-3883,Layton,UT,84675,Community Center,STEM,214.25
alexander.johnson837@ellarises.org,Alexander,Johnson,6/5/99 0:00,participant,participant123,801-816-5882,Ogden,UT,84322,Startup Lab,Arts,
natalie.garcia838@community.org,Natalie,Garcia,9/15/00 0:00,participant,participant123,801-314-9196,St. George,UT,84242,Cafe Rio,Both,1230.36
mason.taylor839@community.org,Mason,Taylor,1/11/05 0:00,participant,participant123,801-814-3003,Ogden,UT,84244,UVU,Both,236.69
hazel.thomas840@community.org,Hazel,Thomas,10/20/02 0:00,participant,participant123,801-309-3869,Sandy,UT,84148,BYU,Arts,49.64
noah.taylor841@ellarises.org,Noah,Taylor,2/5/05 0:00,participant,participant123,801-583-2850,Spanish Fork,UT,84547,Cafe Rio,Arts,517.77
jack.thomas842@learners.net,Jack,Thomas,11/29/04 0:00,participant,participant123,801-686-7025,St. George,UT,84372,Westview High,Both,
isabella.brown843@studentmail.org,Isabella,Brown,5/1/12 0:00,participant,participant123,801-593-6067,Layton,UT,84566,Art Studio,Arts,
avery.wright844@studentmail.org,Avery,Wright,9/25/03 0:00,participant,participant123,801-208-7438,Riverton,UT,84398,BYU,STEM,143.75
lillian.martin845@studentmail.org,Lillian,Martin,6/15/12 0:00,participant,participant123,801-649-6196,Orem,UT,84938,SLCC,STEM,
penelope.garcia846@community.org,Penelope,Garcia,2/2/14 0:00,participant,participant123,801-622-6451,Spanish Fork,UT,84755,SLCC,STEM,
lily.taylor847@ellarises.org,Lily,Taylor,7/19/14 0:00,participant,participant123,801-816-9973,Draper,UT,84431,UVU,Arts,985.99
sophia.brown848@studentmail.org,Sophia,Brown,1/26/98 0:00,participant,participant123,801-856-3229,Riverton,UT,84811,SLCC,STEM,517.2
bella.lee849@ellarises.org,Bella,Lee,1/2/14 0:00,participant,participant123,801-455-9460,Logan,UT,84162,Retail Store,Both,103.68
sofia.hill850@community.org,Sofia,Hill,11/6/03 0:00,participant,participant123,801-689-3187,Lehi,UT,84463,North Summit High,Both,121.81
claire.jackson851@studentmail.org,Claire,Jackson,10/29/06 0:00,participant,participant123,801-576-3980,Ogden,UT,84425,Startup Lab,Arts,278.42
victoria.johnson852@ellarises.org,Victoria,Johnson,6/13/02 0:00,participant,participant123,801-291-8576,West Jordan,UT,84929,BYU,Both,226.04
chloe.brown853@community.org,Chloe,Brown,12/31/99 0:00,participant,participant123,801-466-3445,Taylorsville,UT,84615,UVU,STEM,
avery.smith854@community.org,Avery,Smith,8/28/00 0:00,participant,participant123,801-889-9096,Riverton,UT,84848,Valley Charter,Both,262.14
grace.gonzalez855@learners.net,Grace,Gonzalez,12/2/00 0:00,participant,participant123,801-706-7259,Murray,UT,84765,SLCC,STEM,150.15
hannah.jackson856@studentmail.org,Hannah,Jackson,8/24/98 0:00,participant,participant123,801-618-3391,Taylorsville,UT,84185,BYU,Arts,
lillian.flores857@community.org,Lillian,Flores,12/4/99 0:00,participant,participant123,801-796-8506,West Jordan,UT,84379,Westview High,Arts,
camila.lee858@community.org,Camila,Lee,7/6/14 0:00,participant,participant123,801-592-7935,Sandy,UT,84731,Local Library,Arts,
evelyn.miller859@ellarises.org,Evelyn,Miller,12/12/05 0:00,participant,participant123,801-440-8715,Provo,UT,84341,Local Library,Both,
mia.smith860@learners.net,Mia,Smith,11/8/06 0:00,participant,participant123,801-590-5956,Pleasant Grove,UT,84635,Tech Apprenticeship,Arts,
sofia.scott861@ellarises.org,Sofia,Scott,1/20/09 0:00,participant,participant123,801-373-9253,Orem,UT,84267,Startup Lab,Arts,
theodore.rodriguez862@ellarises.org,Theodore,Rodriguez,3/7/01 0:00,participant,participant123,801-743-8093,Lehi,UT,84728,BYU,STEM,
aaliyah.williams863@studentmail.org,Aaliyah,Williams,8/25/07 0:00,participant,participant123,801-487-6907,Spanish Fork,UT,84893,BYU,Arts,
lucy.king864@learners.net,Lucy,King,7/12/14 0:00,participant,participant123,801-368-6169,Taylorsville,UT,84915,Mountain View High,STEM,212.5
henry.brown865@studentmail.org,Henry,Brown,10/21/98 0:00,participant,participant123,801-435-4000,St. George,UT,84056,Mountain View High,Arts,
lily.robinson866@community.org,Lily,Robinson,11/26/07 0:00,participant,participant123,801-706-1668,Logan,UT,84917,UVU,Both,202.37
alexander.robinson867@community.org,Alexander,Robinson,10/9/00 0:00,participant,participant123,801-937-3425,Logan,UT,84867,UVU,STEM,603.92
grace.jackson868@studentmail.org,Grace,Jackson,8/20/10 0:00,participant,participant123,801-720-5469,Orem,UT,84768,Startup Lab,Both,
hannah.nguyen869@ellarises.org,Hannah,Nguyen,5/5/07 0:00,participant,participant123,801-784-3958,Pleasant Grove,UT,84786,Startup Lab,STEM,146.3
addison.young870@ellarises.org,Addison,Young,11/4/06 0:00,participant,participant123,801-491-2998,Lehi,UT,84027,UVU,Both,1074.62
mila.lee871@studentmail.org,Mila,Lee,3/8/08 0:00,participant,participant123,801-671-8861,Salt Lake City,UT,84084,Tech Apprenticeship,Arts,
ava.perez872@ellarises.org,Ava,Perez,9/28/02 0:00,participant,participant123,801-949-3118,Riverton,UT,84333,Community Center,STEM,
aurora.lee873@ellarises.org,Aurora,Lee,1/29/00 0:00,participant,participant123,801-816-7248,Ogden,UT,84561,SLCC,Arts,
layla.thomas874@community.org,Layla,Thomas,9/18/06 0:00,participant,participant123,801-413-3669,Ogden,UT,84022,Retail Store,Arts,
aurora.martinez875@ellarises.org,Aurora,Martinez,5/13/13 0:00,participant,participant123,801-642-6080,Murray,UT,84503,Local Library,STEM,225.91
stella.miller876@learners.net,Stella,Miller,9/15/06 0:00,participant,participant123,801-701-8298,Pleasant Grove,UT,84205,Mountain View High,Arts,
elijah.garcia877@community.org,Elijah,Garcia,2/23/12 0:00,participant,participant123,801-390-8112,Draper,UT,84629,SLCC,STEM,684.06
mia.allen878@learners.net,Mia,Allen,2/9/09 0:00,participant,participant123,801-429-3540,Riverton,UT,84693,Cafe Rio,Both,254.91
brooklyn.thomas880@community.org,Brooklyn,Thomas,1/5/99 0:00,participant,participant123,801-248-2253,Murray,UT,84583,Cafe Rio,STEM,
daniel.ramirez881@community.org,Daniel,Ramirez,12/21/05 0:00,participant,participant123,801-876-5151,Logan,UT,84476,BYU,Both,
abigail.allen882@ellarises.org,Abigail,Allen,1/10/02 0:00,participant,participant123,801-877-8583,Logan,UT,84759,Retail Store,STEM,
james.williams883@ellarises.org,James,Williams,1/15/05 0:00,participant,participant123,801-921-5876,Taylorsville,UT,84898,Local Library,Both,
benjamin.lewis884@learners.net,Benjamin,Lewis,2/25/02 0:00,participant,participant123,801-391-4458,Lehi,UT,84990,East Ridge Middle,Both,
lucy.miller885@community.org,Lucy,Miller,4/19/98 0:00,participant,participant123,801-604-2911,Salt Lake City,UT,84006,North Summit High,Both,
levi.robinson886@community.org,Levi,Robinson,6/28/13 0:00,participant,participant123,801-833-6910,Spanish Fork,UT,84311,Tech Apprenticeship,Both,
james.martin887@ellarises.org,James,Martin,7/5/00 0:00,participant,participant123,801-214-4126,St. George,UT,84139,Community Center,STEM,
zoey.johnson888@studentmail.org,Zoey,Johnson,10/10/07 0:00,participant,participant123,801-348-4961,Spanish Fork,UT,84665,Community Center,Both,
sebastian.gonzalez889@ellarises.org,Sebastian,Gonzalez,8/18/08 0:00,participant,participant123,801-674-3427,Murray,UT,84789,SLCC,STEM,
ella.hernandez890@studentmail.org,Ella,Hernandez,6/10/98 0:00,participant,participant123,801-696-8724,Riverton,UT,84987,Community Center,Arts,
addison.gonzalez891@learners.net,Addison,Gonzalez,4/21/00 0:00,participant,participant123,801-541-1129,Bountiful,UT,84053,Tech Apprenticeship,Both,271.73
william.clark892@community.org,William,Clark,11/26/08 0:00,participant,participant123,801-699-7548,Murray,UT,84038,Cafe Rio,Both,
alexander.anderson893@ellarises.org,Alexander,Anderson,5/30/10 0:00,participant,participant123,801-632-6174,Pleasant Grove,UT,84020,East Ridge Middle,Arts,
oliver.walker894@ellarises.org,Oliver,Walker,1/21/08 0:00,participant,participant123,801-861-6681,Spanish Fork,UT,84638,Art Studio,Arts,
emma.hernandez895@learners.net,Emma,Hernandez,3/17/03 0:00,participant,participant123,801-552-8178,Sandy,UT,84481,Cafe Rio,STEM,213.1
violet.hill896@community.org,Violet,Hill,5/8/07 0:00,participant,participant123,801-500-7395,St. George,UT,84905,Community Center,Both,
natalie.walker897@studentmail.org,Natalie,Walker,12/17/12 0:00,participant,participant123,801-907-2412,Sandy,UT,84290,Mountain View High,STEM,
layla.gonzalez898@studentmail.org,Layla,Gonzalez,10/23/04 0:00,participant,participant123,801-625-9089,Spanish Fork,UT,84104,Valley Charter,STEM,
charlotte.johnson899@learners.net,Charlotte,Johnson,12/2/01 0:00,participant,participant123,801-893-3598,Layton,UT,84366,Community Center,Both,
isabella.jones900@learners.net,Isabella,Jones,9/15/00 0:00,participant,participant123,801-832-4714,Taylorsville,UT,84117,Cafe Rio,STEM,25.93
alexander.taylor901@learners.net,Alexander,Taylor,5/23/01 0:00,participant,participant123,801-247-5382,Draper,UT,84788,Community Center,Both,
daniel.hill902@ellarises.org,Daniel,Hill,12/14/14 0:00,participant,participant123,801-648-8489,Provo,UT,84949,East Ridge Middle,STEM,1144.47
mila.scott903@ellarises.org,Mila,Scott,8/10/02 0:00,participant,participant123,801-371-2934,Pleasant Grove,UT,84108,Startup Lab,Arts,48.42
lily.jackson904@community.org,Lily,Jackson,6/17/01 0:00,participant,participant123,801-950-2626,Pleasant Grove,UT,84511,Tech Apprenticeship,Arts,
skylar.rodriguez905@ellarises.org,Skylar,Rodriguez,7/3/03 0:00,participant,participant123,801-625-1107,Sandy,UT,84450,Community Center,Arts,
addison.martinez907@community.org,Addison,Martinez,3/8/07 0:00,participant,participant123,801-639-7773,West Jordan,UT,84142,Startup Lab,Arts,256.36
michael.white908@ellarises.org,Michael,White,2/4/14 0:00,participant,participant123,801-988-1162,Riverton,UT,84150,Retail Store,Both,
harper.garcia909@learners.net,Harper,Garcia,9/26/07 0:00,participant,participant123,801-990-3692,Lehi,UT,84412,Westview High,Arts,19.91
isabella.martinez910@ellarises.org,Isabella,Martinez,1/7/07 0:00,participant,participant123,801-502-7869,Pleasant Grove,UT,84997,Startup Lab,Both,
brooklyn.lee911@learners.net,Brooklyn,Lee,9/10/11 0:00,participant,participant123,801-486-9647,Salt Lake City,UT,84847,Startup Lab,STEM,303.34
liam.lewis912@studentmail.org,Liam,Lewis,6/5/02 0:00,participant,participant123,801-553-7627,Riverton,UT,84715,Startup Lab,Arts,631.7
abigail.williams913@learners.net,Abigail,Williams,9/3/09 0:00,participant,participant123,801-936-3064,Bountiful,UT,84743,Cafe Rio,Arts,
hannah.garcia914@learners.net,Hannah,Garcia,7/11/98 0:00,participant,participant123,801-975-3621,Pleasant Grove,UT,84349,Westview High,Both,185.81
lucy.thomas915@learners.net,Lucy,Thomas,5/14/06 0:00,participant,participant123,801-313-1982,Taylorsville,UT,84518,BYU,Both,211.75
mateo.thompson916@ellarises.org,Mateo,Thompson,1/25/08 0:00,participant,participant123,801-866-3043,Provo,UT,84775,BYU,Both,
ava.robinson917@learners.net,Ava,Robinson,5/11/11 0:00,participant,participant123,801-963-9737,West Jordan,UT,84825,Valley Charter,Arts,
brooklyn.jackson918@studentmail.org,Brooklyn,Jackson,5/12/00 0:00,participant,participant123,801-955-5057,Bountiful,UT,84533,UVU,Both,486.6
zoey.white919@community.org,Zoey,White,3/30/07 0:00,participant,participant123,801-928-7974,Logan,UT,84151,East Ridge Middle,STEM,49.84
amelia.ramirez920@studentmail.org,Amelia,Ramirez,4/14/06 0:00,participant,participant123,801-656-2279,Spanish Fork,UT,84220,Tech Apprenticeship,Both,54.69
liam.nguyen921@community.org,Liam,Nguyen,11/15/07 0:00,participant,participant123,801-710-7937,Layton,UT,84599,Art Studio,Arts,
mason.davis923@studentmail.org,Mason,Davis,7/16/10 0:00,participant,participant123,801-233-3569,Riverton,UT,84485,UVU,STEM,
noah.davis924@ellarises.org,Noah,Davis,9/22/09 0:00,participant,participant123,801-496-1659,Draper,UT,84586,North Summit High,STEM,
zoe.martin925@learners.net,Zoe,Martin,3/16/01 0:00,participant,participant123,801-697-1458,Murray,UT,84302,North Summit High,Both,48.52
oliver.brown926@learners.net,Oliver,Brown,1/18/98 0:00,participant,participant123,801-387-9008,Murray,UT,84221,East Ridge Middle,Both,592.62
kennedy.jones927@ellarises.org,Kennedy,Jones,9/9/10 0:00,participant,participant123,801-786-6074,Taylorsville,UT,84493,Mountain View High,Arts,193.18
leah.walker928@studentmail.org,Leah,Walker,2/3/08 0:00,participant,participant123,801-851-8551,St. George,UT,84517,Tech Apprenticeship,Arts,1333.81
scarlett.lee929@ellarises.org,Scarlett,Lee,8/9/05 0:00,participant,participant123,801-438-7478,Taylorsville,UT,84397,Cafe Rio,STEM,
henry.moore930@ellarises.org,Henry,Moore,8/2/10 0:00,participant,participant123,801-225-6060,Orem,UT,84725,Tech Apprenticeship,STEM,283.51
abigail.gonzalez931@ellarises.org,Abigail,Gonzalez,4/10/09 0:00,participant,participant123,801-968-8796,Pleasant Grove,UT,84194,Startup Lab,STEM,
avery.wright932@studentmail.org,Avery,Wright,10/29/13 0:00,participant,participant123,801-410-5018,Salt Lake City,UT,84282,Community Center,Both,240.19
henry.garcia933@learners.net,Henry,Garcia,7/10/98 0:00,participant,participant123,801-246-9052,Bountiful,UT,84604,UVU,Arts,
riley.clark934@ellarises.org,Riley,Clark,1/16/00 0:00,participant,participant123,801-591-5213,Pleasant Grove,UT,84325,East Ridge Middle,STEM,
ethan.hernandez935@learners.net,Ethan,Hernandez,6/17/01 0:00,participant,participant123,801-461-2468,St. George,UT,84188,BYU,Arts,
chloe.brown936@learners.net,Chloe,Brown,9/7/04 0:00,participant,participant123,801-930-1958,Orem,UT,84028,SLCC,STEM,
aaliyah.martinez937@community.org,Aaliyah,Martinez,3/1/99 0:00,participant,participant123,801-584-2981,Lehi,UT,84265,Valley Charter,STEM,
lillian.young938@community.org,Lillian,Young,6/4/08 0:00,participant,participant123,801-262-6215,Logan,UT,84276,Cafe Rio,Arts,
harper.walker939@ellarises.org,Harper,Walker,1/14/04 0:00,participant,participant123,801-439-1305,Taylorsville,UT,84649,Cafe Rio,Both,
elizabeth.thomas940@studentmail.org,Elizabeth,Thomas,11/19/99 0:00,participant,participant123,801-616-8306,Murray,UT,84582,Community Center,Both,26.18
mateo.wilson941@studentmail.org,Mateo,Wilson,1/21/10 0:00,participant,participant123,801-372-5016,Draper,UT,84554,SLCC,Both,1268.14
lucas.williams942@ellarises.org,Lucas,Williams,8/24/12 0:00,participant,participant123,801-835-5739,Riverton,UT,84985,North Summit High,STEM,
amelia.walker943@learners.net,Amelia,Walker,11/18/05 0:00,participant,participant123,801-896-7228,Layton,UT,84860,Community Center,Both,
hannah.nguyen944@learners.net,Hannah,Nguyen,8/18/10 0:00,participant,participant123,801-956-9750,Provo,UT,84166,East Ridge Middle,Arts,36.83
emily.sanchez945@ellarises.org,Emily,Sanchez,9/9/07 0:00,participant,participant123,801-769-5578,St. George,UT,84743,Valley Charter,Both,
mateo.lee946@learners.net,Mateo,Lee,2/15/04 0:00,participant,participant123,801-924-8417,Layton,UT,84771,Valley Charter,Both,874.93
claire.perez947@studentmail.org,Claire,Perez,5/11/98 0:00,participant,participant123,801-813-6381,Riverton,UT,84983,Startup Lab,Both,
camila.smith948@community.org,Camila,Smith,4/8/07 0:00,participant,participant123,801-209-3843,Salt Lake City,UT,84924,Cafe Rio,Both,440.95
alexander.sanchez949@ellarises.org,Alexander,Sanchez,1/29/13 0:00,participant,participant123,801-231-8293,Ogden,UT,84552,East Ridge Middle,Arts,99.36
leah.hill950@learners.net,Leah,Hill,10/19/00 0:00,participant,participant123,801-986-1138,Bountiful,UT,84182,Mountain View High,Arts,622.67
stella.gonzalez952@ellarises.org,Stella,Gonzalez,4/4/03 0:00,participant,participant123,801-935-4623,Murray,UT,84828,Mountain View High,Arts,
isabella.moore953@community.org,Isabella,Moore,6/27/00 0:00,participant,participant123,801-400-7489,Sandy,UT,84008,Community Center,Arts,
mateo.young954@studentmail.org,Mateo,Young,6/20/99 0:00,participant,participant123,801-956-3875,Sandy,UT,84676,Local Library,STEM,1289.02
harper.rodriguez955@learners.net,Harper,Rodriguez,4/21/02 0:00,participant,participant123,801-735-5494,West Jordan,UT,84903,Community Center,Both,797.94
emma.wright956@learners.net,Emma,Wright,3/31/05 0:00,participant,participant123,801-637-1849,Riverton,UT,84003,SLCC,Arts,
penelope.davis957@community.org,Penelope,Davis,3/6/14 0:00,participant,participant123,801-729-1712,Spanish Fork,UT,84371,Valley Charter,STEM,
penelope.clark958@community.org,Penelope,Clark,7/4/05 0:00,participant,participant123,801-601-4188,Lehi,UT,84006,East Ridge Middle,Both,
sophia.anderson959@community.org,Sophia,Anderson,9/9/01 0:00,participant,participant123,801-455-4225,Ogden,UT,84940,UVU,Arts,400.74
harper.miller960@ellarises.org,Harper,Miller,8/14/03 0:00,participant,participant123,801-224-6477,Spanish Fork,UT,84443,Valley Charter,STEM,
jack.thomas961@learners.net,Jack,Thomas,4/24/03 0:00,participant,participant123,801-541-9514,Provo,UT,84842,East Ridge Middle,Both,61.8
henry.miller962@community.org,Henry,Miller,6/19/06 0:00,participant,participant123,801-262-1546,Logan,UT,84088,UVU,Both,
harper.rodriguez963@ellarises.org,Harper,Rodriguez,6/23/99 0:00,participant,participant123,801-508-8075,Riverton,UT,84057,East Ridge Middle,Both,
amelia.scott964@ellarises.org,Amelia,Scott,2/25/00 0:00,participant,participant123,801-590-7581,Murray,UT,84871,Local Library,Arts,522.64
madison.hill965@ellarises.org,Madison,Hill,11/29/11 0:00,participant,participant123,801-675-8014,Riverton,UT,84394,Local Library,STEM,909.04
violet.johnson966@community.org,Violet,Johnson,6/3/00 0:00,participant,participant123,801-801-4153,Pleasant Grove,UT,84337,East Ridge Middle,STEM,101.89
harper.nguyen967@studentmail.org,Harper,Nguyen,12/21/05 0:00,participant,participant123,801-721-5198,St. George,UT,84653,SLCC,Arts,
henry.lopez968@studentmail.org,Henry,Lopez,11/11/00 0:00,participant,participant123,801-245-1991,St. George,UT,84817,BYU,Both,640.07
william.allen969@learners.net,William,Allen,4/22/01 0:00,participant,participant123,801-754-3385,Murray,UT,84598,Mountain View High,Arts,294.52
violet.jackson970@learners.net,Violet,Jackson,4/15/99 0:00,participant,participant123,801-800-3369,Salt Lake City,UT,84531,Valley Charter,Both,
charlotte.ramirez971@learners.net,Charlotte,Ramirez,7/15/99 0:00,participant,participant123,801-855-4297,Sandy,UT,84206,UVU,STEM,116.5
jack.robinson972@learners.net,Jack,Robinson,5/16/05 0:00,participant,participant123,801-506-7859,Lehi,UT,84631,North Summit High,STEM,
benjamin.williams973@community.org,Benjamin,Williams,7/19/13 0:00,participant,participant123,801-203-4654,West Jordan,UT,84943,Valley Charter,Arts,
hannah.thomas974@community.org,Hannah,Thomas,8/9/02 0:00,participant,participant123,801-957-7158,Lehi,UT,84827,SLCC,STEM,174.74
ava.white975@ellarises.org,Ava,White,3/12/01 0:00,participant,participant123,801-230-2887,Ogden,UT,84367,BYU,Arts,
zoey.nguyen976@learners.net,Zoey,Nguyen,5/16/04 0:00,participant,participant123,801-403-4241,Provo,UT,84031,North Summit High,STEM,
lucy.lopez977@learners.net,Lucy,Lopez,12/13/01 0:00,participant,participant123,801-400-1352,West Jordan,UT,84183,Community Center,Arts,64.66
elizabeth.johnson978@studentmail.org,Elizabeth,Johnson,9/19/02 0:00,participant,participant123,801-313-6544,Bountiful,UT,84671,BYU,Arts,
lillian.white979@learners.net,Lillian,White,12/12/13 0:00,participant,participant123,801-739-8106,Orem,UT,84964,East Ridge Middle,STEM,
aria.rodriguez980@studentmail.org,Aria,Rodriguez,2/17/05 0:00,participant,participant123,801-587-7131,Sandy,UT,84546,Local Library,Arts,
addison.williams981@studentmail.org,Addison,Williams,7/18/03 0:00,participant,participant123,801-352-6368,Murray,UT,84809,Westview High,Both,947.18
penelope.rodriguez982@community.org,Penelope,Rodriguez,11/18/12 0:00,participant,participant123,801-283-8711,Sandy,UT,84745,Local Library,STEM,
chloe.allen983@community.org,Chloe,Allen,5/31/08 0:00,participant,participant123,801-710-9501,Pleasant Grove,UT,84384,North Summit High,Arts,
zoe.king984@community.org,Zoe,King,4/24/12 0:00,participant,participant123,801-474-7569,Spanish Fork,UT,84486,Startup Lab,Both,74.58
isabella.wilson985@studentmail.org,Isabella,Wilson,11/26/02 0:00,participant,participant123,801-440-7486,Sandy,UT,84463,BYU,Arts,
leah.torres986@studentmail.org,Leah,Torres,1/5/01 0:00,participant,participant123,801-763-2388,Draper,UT,84261,Retail Store,STEM,50.96
savannah.lewis987@learners.net,Savannah,Lewis,6/28/09 0:00,participant,participant123,801-242-8622,West Jordan,UT,84598,Local Library,Arts,212.8
elijah.lewis988@community.org,Elijah,Lewis,2/10/05 0:00,participant,participant123,801-576-9151,Taylorsville,UT,84419,BYU,Arts,
sophia.lopez989@community.org,Sophia,Lopez,1/20/06 0:00,participant,participant123,801-860-2243,West Jordan,UT,84272,Startup Lab,STEM,
savannah.allen990@ellarises.org,Savannah,Allen,8/29/00 0:00,participant,participant123,801-433-2612,Layton,UT,84949,East Ridge Middle,Arts,204.4
isabella.wright991@studentmail.org,Isabella,Wright,8/11/03 0:00,participant,participant123,801-891-6394,Lehi,UT,84202,BYU,Both,
penelope.gonzalez992@studentmail.org,Penelope,Gonzalez,4/27/04 0:00,participant,participant123,801-988-5906,Layton,UT,84009,Community Center,Arts,
liam.sanchez993@ellarises.org,Liam,Sanchez,12/1/06 0:00,participant,participant123,801-724-3445,Spanish Fork,UT,84670,Valley Charter,STEM,
grace.walker994@studentmail.org,Grace,Walker,3/16/14 0:00,participant,participant123,801-765-8679,Pleasant Grove,UT,84602,Community Center,Arts,
violet.garcia995@learners.net,Violet,Garcia,9/13/02 0:00,participant,participant123,801-988-7843,Sandy,UT,84440,Mountain View High,Arts,187.09
sophia.white996@studentmail.org,Sophia,White,3/18/09 0:00,participant,participant123,801-955-1158,St. George,UT,84313,Retail Store,Both,75.26
claire.nguyen998@ellarises.org,Claire,Nguyen,5/29/05 0:00,participant,participant123,801-342-3518,Provo,UT,84945,Local Library,Both,100.67
james.harris999@studentmail.org,James,Harris,3/23/02 0:00,participant,participant123,801-747-7331,Bountiful,UT,84066,Mountain View High,STEM,81.9
skylar.torres1000@community.org,Skylar,Torres,2/19/13 0:00,participant,participant123,801-375-2709,Murray,UT,84096,Cafe Rio,STEM,25.19
isabella.hill1001@community.org,Isabella,Hill,8/28/06 0:00,participant,participant123,801-403-2138,Salt Lake City,UT,84192,BYU,STEM,
madison.jackson1002@ellarises.org,Madison,Jackson,4/1/98 0:00,participant,participant123,801-577-9495,Riverton,UT,84059,North Summit High,Arts,
noah.sanchez1003@studentmail.org,Noah,Sanchez,9/22/08 0:00,participant,participant123,801-749-7855,Logan,UT,84133,Art Studio,STEM,164.81
hazel.wilson1004@studentmail.org,Hazel,Wilson,7/24/01 0:00,participant,participant123,801-642-8778,Sandy,UT,84318,Local Library,Both,44.4
bella.nguyen1005@studentmail.org,Bella,Nguyen,3/6/04 0:00,participant,participant123,801-901-8519,Pleasant Grove,UT,84734,Valley Charter,STEM,246.45
aria.lewis1006@ellarises.org,Aria,Lewis,5/18/05 0:00,participant,participant123,801-452-9615,Bountiful,UT,84620,Startup Lab,Both,
alexander.robinson1007@community.org,Alexander,Robinson,6/30/12 0:00,participant,participant123,801-293-5717,Provo,UT,84755,Startup Lab,Arts,238.04
